customer_id,monthly_potential_eur,upsell_priority
8775-LHDJH,5.0,Low
8917-SZTTJ,5.0,Low
7601-GNDYK,5.0,Low
4119-ZYPZY,5.0,Low
1579-KLYDT,5.0,Low
9938-PRCVK,4.99,Low
8143-ETQTI,4.99,Low
3451-VAWLI,4.99,Low
1260-TTRXI,4.99,Low
3646-ITDGM,4.99,Low
0218-QNVAS,4.99,Low
1985-MBRYP,4.98,Low
1945-XISKS,4.98,Low
0486-LGCCH,4.97,Low
0042-RLHYP,4.97,Low
5730-DBDSI,4.97,Low
1354-YZFNB,4.97,Low
3352-RICWQ,4.97,Low
6048-NJXHX,4.97,Low
3865-ZFZIB,4.97,Low
7850-THJMU,4.97,Low
6804-GDMOI,4.97,Low
4086-WITJG,4.96,Low
1089-XZWHH,4.96,Low
1270-XKUCC,4.96,Low
5671-UUNXD,4.96,Low
2138-VFAPZ,4.96,Low
1803-BGNBD,4.96,Low
3173-WSSUE,4.95,Low
2595-KIWPV,4.95,Low
0404-AHASP,4.95,Low
8173-RXAYP,4.95,Low
5148-HKFIR,4.95,Low
6475-VHUIZ,4.95,Low
7663-ZTEGJ,4.94,Low
6928-ONTRW,4.94,Low
1699-TLDLZ,4.94,Low
5442-PPTJY,4.94,Low
0156-FVPTA,4.94,Low
0516-OOHAR,4.94,Low
5804-JMYIO,4.93,Low
5647-URDKA,4.93,Low
5495-GPSRW,4.93,Low
4455-BFSPD,4.92,Low
9150-KPBJQ,4.92,Low
2984-RGEYA,4.92,Low
1097-FSPVW,4.92,Low
0988-JRWWP,4.92,Low
3209-ZPKFI,4.91,Low
6284-AHOOQ,4.91,Low
0607-DAAHE,4.91,Low
9548-LERKT,4.91,Low
3190-XFANI,4.91,Low
2418-TPEUN,4.91,Low
1709-EJDOX,4.91,Low
2924-KHUVI,4.9,Low
4335-UPJSI,4.9,Low
3078-ZKNTS,4.89,Low
9227-UAQFT,4.89,Low
1830-IPXVJ,4.89,Low
5063-IUOKK,4.89,Low
4325-NFSKC,4.89,Low
7729-XBTWX,4.88,Low
5012-YSPJJ,4.88,Low
7157-SMCFK,4.88,Low
2696-ECXKC,4.87,Low
6741-EGCBI,4.87,Low
7979-CORPM,4.87,Low
6507-ZJSUR,4.86,Low
9975-GPKZU,4.86,Low
0505-SPOOW,4.86,Low
0608-JDVEC,4.86,Low
5893-KCLGT,4.86,Low
0577-WHMEV,4.85,Low
7696-CFTAT,4.85,Low
1399-OUPJN,4.85,Low
5231-FIQPA,4.84,Low
9959-WOFKT,4.84,Low
1217-VASWC,4.84,Low
9624-EGDEQ,4.84,Low
9281-OFDMF,4.83,Low
7167-PCEYD,4.83,Low
0595-ITUDF,4.82,Low
0831-JNISG,4.82,Low
7606-BPHHN,4.82,Low
3359-DSRKA,4.82,Low
2607-DHDAK,4.82,Low
3996-ZNWYK,4.82,Low
1839-FBNFR,4.81,Low
9371-BITHB,4.81,Low
5656-JAMLX,4.81,Low
6908-VVYHM,4.81,Low
7876-DNYAP,4.81,Low
9530-EHPOH,4.8,Low
6734-JDTTV,4.8,Low
9916-AYHTC,4.8,Low
9172-JITSM,4.8,Low
8711-LOBKY,4.79,Low
2805-AUFQN,4.79,Low
1591-XWLGB,4.79,Low
6349-JDHQP,4.79,Low
7114-AEOZE,4.78,Low
8750-QWZAJ,4.78,Low
6060-QBMGV,4.78,Low
2293-IJWPS,4.78,Low
2796-NNUFI,4.77,Low
9385-EHGDO,4.77,Low
8917-FAEMR,4.77,Low
2429-AYKKO,4.76,Low
0112-QAWRZ,4.76,Low
8622-ZLFKO,4.76,Low
2573-GYRUU,4.76,Low
2729-VNVAP,4.76,Low
4817-KEQSP,4.75,Low
8265-HKSOW,4.75,Low
8285-ABVLB,4.75,Low
6586-MYGKD,4.75,Low
7330-WZLNC,4.74,Low
0281-CNTZX,4.74,Low
9825-YCXWZ,4.73,Low
8896-RAZCR,4.73,Low
5828-AVIPD,4.73,Low
1657-DYMBM,4.73,Low
6752-APNJL,4.73,Low
5811-IWXYM,4.72,Low
0516-WJVXC,4.72,Low
5692-ICXLW,4.72,Low
5821-MMEIL,4.72,Low
1460-UZPRJ,4.72,Low
3771-PZOBW,4.72,Low
5970-GHJAW,4.72,Low
5310-NOOVA,4.72,Low
7928-VJYAB,4.71,Low
1574-DYCWE,4.71,Low
7481-ATQQS,4.71,Low
9050-QLROH,4.71,Low
9585-KKMFD,4.71,Low
9588-YRFHY,4.71,Low
7294-TMAOP,4.7,Low
5339-PXDVH,4.7,Low
9418-RUKPH,4.7,Low
3096-WPXBT,4.7,Low
5171-EPLKN,4.7,Low
5146-YYFRZ,4.7,Low
9537-JALFH,4.7,Low
1236-WFCDV,4.7,Low
7156-MHUGY,4.7,Low
5797-APWZC,4.7,Low
3642-BYHDO,4.69,Low
7274-RTAPZ,4.69,Low
6345-FZOQH,4.69,Low
3678-MNGZX,4.69,Low
3973-SKMLN,4.69,Low
8232-UTFOZ,4.69,Low
7969-FFOWG,4.69,Low
3507-GASNP,4.69,Low
0784-ZQJZX,4.69,Low
2988-GBIVW,4.68,Low
4277-BWBML,4.68,Low
0432-CAJZV,4.68,Low
1764-VUUMT,4.68,Low
5298-GSTLM,4.68,Low
1052-QJIBV,4.68,Low
2181-TIDSV,4.68,Low
4137-BTIKL,4.68,Low
5726-CVNYA,4.67,Low
2495-KZNFB,4.67,Low
3097-FQTVJ,4.66,Low
7129-ACFOG,4.66,Low
2208-MPXIO,4.66,Low
0847-HGRML,4.66,Low
1891-UAWWU,4.65,Low
6621-NRZAK,4.65,Low
9507-HSMMZ,4.65,Low
9555-SAHUZ,4.65,Low
3454-JFUBC,4.65,Low
8314-HTWVE,4.64,Low
7879-CGSFV,4.64,Low
9251-AWQGT,4.64,Low
8402-EIVQS,4.64,Low
6139-ZZRBQ,4.63,Low
9800-OUIGR,4.63,Low
0464-WJTKO,4.63,Low
9846-GKXAS,4.63,Low
4609-KNNWG,4.62,Low
8540-ZQGEA,4.62,Low
2014-MKGMH,4.62,Low
7064-JHXCE,4.62,Low
5296-BFCYD,4.62,Low
9257-AZMTZ,4.62,Low
2068-WWXQZ,4.62,Low
0442-TDYUO,4.61,Low
3635-QQRQD,4.61,Low
9881-VCZEP,4.61,Low
8563-OYMQY,4.61,Low
2725-KXXWT,4.61,Low
7634-HLQJR,4.61,Low
5213-TWWJU,4.61,Low
5954-BDFSG,4.6,Low
3774-VBNXY,4.6,Low
3099-OONVS,4.6,Low
8215-NGSPE,4.6,Low
2228-BZDEE,4.6,Low
8654-DHAOW,4.6,Low
8129-GMVGI,4.6,Low
9710-NJERN,4.6,Low
2472-OVKUP,4.6,Low
4361-FEBGN,4.59,Low
2300-RQGOI,4.59,Low
5848-FHRFC,4.59,Low
7739-LAXOG,4.59,Low
6818-DJXAA,4.59,Low
5469-NUJUR,4.59,Low
7033-CLAMM,4.59,Low
5167-ZFFMM,4.59,Low
0508-SQWPL,4.59,Low
0506-YLVKJ,4.59,Low
7644-OMVMY,4.58,Low
1167-OYZJF,4.58,Low
4373-MAVJG,4.58,Low
3170-NMYVV,4.58,Low
1955-IBMMB,4.58,Low
7463-IFMQU,4.58,Low
0318-ZOPWS,4.58,Low
6000-UKLWI,4.57,Low
4735-BJKOU,4.57,Low
8957-THMOA,4.57,Low
4821-WQOYN,4.57,Low
9068-FHQHD,4.57,Low
6725-TPKJO,4.57,Low
1403-GYAFU,4.57,Low
5014-GSOUQ,4.57,Low
0264-CNITK,4.56,Low
6135-OZQVA,4.56,Low
8024-XNAFQ,4.56,Low
2623-DRYAM,4.56,Low
0902-XKXPN,4.56,Low
8577-QSOCG,4.55,Low
6980-IMXXE,4.55,Low
8189-XRIKE,4.54,Low
5902-WBLSE,4.54,Low
2384-OVPSA,4.54,Low
7673-BQGKU,4.54,Low
9099-FTUHS,4.54,Low
5222-IMUKT,4.54,Low
4683-WYDOU,4.53,Low
7277-KAMWT,4.52,Low
1389-CXMLU,4.52,Low
0754-EEBDC,4.52,Low
3239-TPHPZ,4.5,Low
2017-CCBLH,4.5,Low
0301-KOBTQ,4.5,Low
1328-EUZHC,4.5,Low
6103-QCKFX,4.5,Low
2333-KWEWW,4.49,Low
7267-FRMJW,4.49,Low
1379-FRVEB,4.49,Low
1223-UNPKS,4.49,Low
7815-PDTHL,4.49,Low
2378-HTWFW,4.48,Low
5281-BUZGT,4.47,Low
0365-TRTPY,4.47,Low
3351-NGXYI,4.47,Low
1400-WIVLL,4.46,Low
2672-HUYVI,4.46,Low
2587-YNLES,4.46,Low
0406-BPDVR,4.45,Low
2520-SGTTA,4.44,Low
5845-BZZIB,4.44,Low
8999-EXMNO,4.43,Low
1494-EJZDW,4.43,Low
0625-AFOHS,4.43,Low
4804-NCPET,4.43,Low
0224-NIJLP,4.43,Low
5529-GIBVH,4.42,Low
5423-BHIXO,4.42,Low
3115-CZMZD,4.42,Low
3162-ZJZFU,4.42,Low
3769-MHZNV,4.42,Low
4349-GFQHK,4.41,Low
6712-OAWRH,4.41,Low
6551-VLJMV,4.41,Low
0704-VCUMB,4.4,Low
8849-AYPTR,4.4,Low
9725-SCPZG,4.39,Low
7647-GYYKX,4.38,Low
0932-YIXYU,4.38,Low
9504-YAZWB,4.38,Low
9081-WWXKP,4.37,Low
3190-ITQXP,4.37,Low
1195-OIYEJ,4.37,Low
0962-CQPWQ,4.36,Low
0580-PIQHM,4.36,Low
7083-MIOPC,4.36,Low
5242-UOWHD,4.35,Low
4825-FUREZ,4.34,Low
5567-GZKQY,4.34,Low
8380-MQINP,4.34,Low
4625-LAMOB,4.34,Low
0040-HALCW,4.33,Low
0374-FIUCA,4.33,Low
3457-PQBYH,4.33,Low
6585-WCEWR,4.32,Low
0277-BKSQP,4.32,Low
4957-SREEC,4.32,Low
8434-PNQZX,4.32,Low
7596-IIWYC,4.32,Low
0093-EXYQL,4.31,Low
0794-YVSGE,4.31,Low
7268-WNTCP,4.31,Low
7515-LODFU,4.31,Low
6265-FRMTQ,4.3,Low
5091-HFAZW,4.3,Low
2091-GPPIQ,4.3,Low
8701-DGLVH,4.3,Low
3662-FXJFO,4.29,Low
6961-MJKBO,4.29,Low
1306-RPWXZ,4.29,Low
4001-TSBTV,4.29,Low
5095-AESKG,4.29,Low
4676-MQUEA,4.29,Low
9667-TKTVZ,4.28,Low
9402-ORRAH,4.28,Low
9950-MTGYX,4.28,Low
5445-PZWGX,4.28,Low
2888-ADFAO,4.28,Low
8388-DMKAE,4.28,Low
2400-FEQME,4.26,Low
2346-CZYIL,4.26,Low
9904-EHEVJ,4.26,Low
5057-RKGLH,4.26,Low
6986-IXNDM,4.26,Low
1245-HARPS,4.25,Low
3398-FSHON,4.25,Low
3070-FNFZQ,4.25,Low
0064-SUDOG,4.25,Low
3154-HMWUU,4.25,Low
0397-ZXWQF,4.24,Low
4927-WWOOZ,4.24,Low
3988-RQIXO,4.23,Low
6698-OXETB,4.23,Low
8229-BUJHX,4.23,Low
1099-GODLO,4.23,Low
1927-QEWMY,4.23,Low
7695-PKLCZ,4.23,Low
7945-PRBVF,4.22,Low
8714-EUHJO,4.22,Low
2346-LOCWC,4.22,Low
8498-XXGWA,4.22,Low
1790-NESIO,4.22,Low
2030-BTZRO,4.22,Low
5124-EOGYE,4.22,Low
8859-DZTGQ,4.22,Low
5915-ANOEI,4.21,Low
1087-GRUYI,4.21,Low
6500-JVEGC,4.21,Low
6745-JEFZB,4.21,Low
8414-MYSHR,4.21,Low
0582-AVCLN,4.21,Low
5977-CKHON,4.21,Low
4884-LEVMQ,4.21,Low
9546-CQJSU,4.2,Low
6682-QJDGB,4.19,Low
2642-MAWLJ,4.18,Low
6907-FLBER,4.17,Low
9554-DFKIC,4.16,Low
9576-SYUHJ,4.15,Low
3717-FDJFU,4.13,Low
9614-RMGHA,4.13,Low
1251-KRREG,4.13,Low
9308-ANMVE,4.13,Low
3318-NMQXL,4.12,Low
8559-WNQZS,4.12,Low
6169-PPETC,4.12,Low
6696-YDAYZ,4.12,Low
1635-HDGFT,4.11,Low
1215-EXRMO,4.1,Low
7493-GVFIO,4.1,Low
4583-PARNH,4.1,Low
6340-DACFT,4.1,Low
4385-ZKVNW,4.1,Low
8838-GPHZP,4.1,Low
8434-VGEQQ,4.09,Low
8164-OCKUJ,4.09,Low
7717-BICXI,4.09,Low
5176-LMJXE,4.09,Low
4701-AHWMW,4.09,Low
4338-EYCER,4.08,Low
2433-KMEAS,4.08,Low
2525-GVKQU,4.08,Low
9323-HGFWY,4.08,Low
1862-QRWPE,4.07,Low
2516-XSJKX,4.07,Low
4807-IZYOZ,4.06,Low
2462-XIIJB,4.06,Low
6855-VLGOS,4.06,Low
2236-HILPA,4.06,Low
0780-XNZFN,4.06,Low
3717-LNXKW,4.06,Low
6625-FLENO,4.05,Low
2804-ETQDK,4.05,Low
7321-KKSDU,4.05,Low
6619-RPLQZ,4.04,Low
9084-OAYKL,4.04,Low
4990-ALDGW,4.04,Low
6692-UDPJC,4.04,Low
7558-IMLMT,4.03,Low
0481-SUMCB,4.03,Low
7130-CTCUS,4.03,Low
8727-JQFHV,4.03,Low
8544-JNBOX,4.03,Low
2235-EZAIK,4.02,Low
5542-NKVRU,4.02,Low
0936-NQLJU,4.02,Low
1293-BSEUN,4.01,Low
1114-CENIM,4.01,Low
4878-BUNFV,4.01,Low
2545-LXYVJ,4.0,Low
2074-GUHPQ,4.0,Low
9931-KGHOA,4.0,Low
6892-EZDTG,3.99,Low
5712-AHQNN,3.99,Low
8400-WZICQ,3.98,Low
9392-XBGTD,3.98,Low
1089-HDMKP,3.98,Low
7205-BAIAD,3.98,Low
7872-RDDLZ,3.97,Low
9173-IVZVP,3.97,Low
7639-OPLNG,3.97,Low
3620-MWJNE,3.97,Low
2974-GGUXS,3.95,Low
6892-BOGQE,3.95,Low
8402-OOOHJ,3.95,Low
3413-CSSTH,3.95,Low
3212-KXOCR,3.95,Low
6685-XSHHU,3.95,Low
5793-YOLJN,3.94,Low
5006-MXVRN,3.93,Low
9065-ZCPQX,3.93,Low
9798-OPFEM,3.93,Low
2684-EIWEO,3.93,Low
4558-FANTW,3.92,Low
3458-IDMFK,3.92,Low
5442-UTCVD,3.92,Low
0640-YJTPY,3.91,Low
1843-TLSGD,3.91,Low
1395-WSWXR,3.9,Low
2569-WGERO,3.9,Low
8908-SLFCJ,3.89,Low
3186-BAXNB,3.89,Low
6038-GCYEC,3.88,Low
9030-QGZNL,3.88,Low
6923-AQONU,3.87,Low
5158-RIVOP,3.86,Low
7672-VFMXZ,3.86,Low
8067-NIOYM,3.85,Low
8631-NBHFZ,3.85,Low
7562-GSUHK,3.85,Low
6828-HMKWP,3.85,Low
5736-YEJAX,3.84,Low
9863-JZAIC,3.83,Low
8336-TAVKX,3.83,Low
4293-ETKAP,3.83,Low
0520-FDVVT,3.82,Low
5151-HQRDG,3.82,Low
3978-YNKDD,3.81,Low
7639-LIAYI,3.8,Low
6898-RBTLU,3.8,Low
1324-NLTJE,3.8,Low
7619-ODSGN,3.79,Low
2933-XEUJM,3.78,Low
7246-ZGQDF,3.77,Low
9940-HPQPG,3.76,Low
0253-ZTEOB,3.76,Low
3486-HOOGQ,3.75,Low
6967-QIQRV,3.74,Low
5707-ORNDZ,3.74,Low
9207-ZPANB,3.74,Low
4717-GHADL,3.73,Low
2931-XIQBR,3.73,Low
9027-TMATR,3.72,Low
2155-AMQRX,3.71,Low
3410-YOQBQ,3.71,Low
8174-LNWMW,3.71,Low
4671-VJLCL,3.69,Low
6035-BXTTY,3.68,Low
7966-YOTQW,3.67,Low
9968-FFVVH,3.67,Low
9972-NKTFD,3.66,Low
5480-XTFFL,3.66,Low
4522-AKYLR,3.66,Low
9342-VNIMQ,3.66,Low
2245-ADZFJ,3.64,Low
2087-QAREY,3.63,Low
6261-LHRTG,3.63,Low
4280-DLSHD,3.63,Low
3723-BFBGR,3.63,Low
4355-HBJHH,3.63,Low
2108-GLPQB,3.61,Low
8495-PRWFH,3.61,Low
6313-GIDIT,3.61,Low
4900-MSOMT,3.6,Low
4737-HOBAX,3.6,Low
2519-ERQOJ,3.58,Low
9152-AMKAK,3.58,Low
3373-DIUUN,3.57,Low
5318-YKDPV,3.54,Low
1960-UOTYM,3.53,Low
2251-PYLPB,3.52,Low
0285-INHLN,3.51,Low
5515-RUGKN,3.5,Low
5321-NTRKC,3.49,Low
3948-FVVRP,3.48,Low
6921-OZMFH,3.46,Low
3259-KNMRR,3.46,Low
4074-SJFFA,3.45,Low
6128-AQBMT,3.45,Low
5542-DHSXL,3.44,Low
1474-JUWSM,3.43,Low
7395-XWZOY,3.43,Low
1338-CECEE,3.43,Low
9488-FVZCC,3.42,Low
8766-PAFNE,3.42,Low
8292-TYSPY,3.41,Low
4680-KUTAJ,3.4,Low
7580-UGXNC,3.39,Low
4580-TMHJU,3.39,Low
6332-FBZRI,3.39,Low
6339-RZCBJ,3.39,Low
4701-MLJPN,3.37,Low
2234-EOFPT,3.37,Low
9261-WDCAF,3.37,Low
1265-BCFEO,3.36,Low
8467-WYNSR,3.35,Low
6013-BHCAW,3.35,Low
8738-JOKAR,3.35,Low
0872-CASZJ,3.35,Low
9206-GVPEQ,3.34,Low
0733-VUNUW,3.33,Low
5791-KAJFD,3.33,Low
2325-ZUSFD,3.33,Low
2801-NISEI,3.33,Low
4560-WQAQW,3.33,Low
7733-UDMTP,3.32,Low
6599-SFQVE,3.32,Low
4114-QMKVN,3.31,Low
9609-BENEA,3.31,Low
6214-EDAKZ,3.31,Low
3316-UWXUY,3.31,Low
8735-DCXNF,3.3,Low
9269-CQOOL,3.29,Low
7382-DFJTU,3.29,Low
5493-SDRDQ,3.29,Low
3577-AMVUX,3.28,Low
0674-EYYZV,3.28,Low
3583-EKAPL,3.26,Low
5206-HPJKM,3.26,Low
0396-UKGAI,3.26,Low
8166-ZZTFS,3.25,Low
1575-KRZZE,3.24,Low
5501-TVMGM,3.23,Low
5590-ZSKRV,3.23,Low
3523-QRQLL,3.22,Low
1840-BIUOG,3.22,Low
5208-HFSBT,3.22,Low
1921-KYSAY,3.21,Low
3658-KIBGF,3.21,Low
4320-QMLLA,3.21,Low
0314-TKOSI,3.2,Low
6865-JZNKO,3.19,Low
7551-DACSP,3.18,Low
4324-BZCKL,3.18,Low
9143-CANJF,3.17,Low
7649-SIJJF,3.17,Low
5084-OOVCJ,3.16,Low
3063-QFSZL,3.15,Low
9140-CZQZZ,3.15,Low
3656-TKRVZ,3.14,Low
5402-HTOTQ,3.14,Low
9541-PWTWO,3.14,Low
8690-UPCZI,3.13,Low
4190-MFLUW,3.12,Low
9823-EALYC,3.12,Low
6754-LZUKA,3.12,Low
6578-KRMAW,3.12,Low
8414-OOEEL,3.11,Low
3173-NVMPX,3.11,Low
1930-WNXSB,3.09,Low
9822-OAOVB,3.09,Low
4510-PYUSH,3.09,Low
6859-RKMZJ,3.09,Low
3873-NFTGI,3.08,Low
6439-PKTRR,3.07,Low
8903-XEBGX,3.07,Low
3071-MVJCD,3.06,Low
4351-QLCSU,3.05,Low
4727-MCYZG,3.05,Low
5709-LVOEQ,3.05,Low
8645-KWHJO,3.05,Low
6741-QRLUP,3.04,Low
9558-IHEZX,3.04,Low
7898-PDWQE,3.04,Low
5747-PMBSQ,3.03,Low
9332-GYWLO,3.03,Low
2232-DMLXU,3.03,Low
2925-MXLSX,3.02,Low
4484-CGXFK,3.02,Low
0807-ZABDG,3.01,Low
3050-RLLXC,2.99,Low
4501-UYKBC,2.98,Low
2676-OXPPQ,2.98,Low
3446-QDSZF,2.97,Low
9415-TPKRV,2.96,Low
6248-TKCQV,2.96,Low
1750-CSKKM,2.96,Low
3518-PZXZQ,2.96,Low
4578-PHJYZ,2.95,Low
8806-EAGWC,2.95,Low
7055-HNEOJ,2.93,Low
4201-JMNGR,2.91,Low
3113-IWHLC,2.91,Low
5820-PTRYM,2.9,Low
2043-WVTQJ,2.89,Low
4879-GZLFH,2.86,Low
6629-CZTTH,2.86,Low
7560-QJAVJ,2.86,Low
6402-EJMWF,2.86,Low
2200-DSAAL,2.86,Low
9477-LGWQI,2.85,Low
5141-ZUVBH,2.85,Low
6992-TKNYO,2.83,Low
4482-FTFFX,2.83,Low
8217-QYOHV,2.82,Low
0667-NSRGI,2.82,Low
4342-HFXWS,2.81,Low
6120-RJKLU,2.81,Low
0743-HNPFG,2.8,Low
2391-IPLOP,2.8,Low
0181-RITDD,2.78,Low
0699-NDKJM,2.78,Low
2988-PLAHS,2.78,Low
0942-KOWSM,2.77,Low
8133-ANHHJ,2.77,Low
5829-NVSQN,2.77,Low
5939-XAIXZ,2.77,Low
2851-MMUTZ,2.75,Low
5092-STPKP,2.73,Low
5816-JMLGY,2.72,Low
9103-TCIHJ,2.72,Low
4324-AHJKS,2.71,Low
8824-RWFXJ,2.71,Low
1265-HVPZB,2.71,Low
3272-VUHPV,2.7,Low
0943-ZQPXH,2.7,Low
7998-WNZEM,2.7,Low
3164-AALRN,2.69,Low
5353-WILCI,2.69,Low
4782-OSFXZ,2.68,Low
8096-LOIST,2.67,Low
9378-FXTIZ,2.66,Low
3144-KMTWZ,2.65,Low
0628-CNQRM,2.64,Low
4929-ROART,2.64,Low
1544-JJMYL,2.63,Low
3374-TTZTK,2.62,Low
4640-UHDOS,2.61,Low
8760-ZRHKE,2.61,Low
8976-OQHGT,2.61,Low
1485-YDHMM,2.61,Low
3348-CFRNX,2.6,Low
9853-JFZDU,2.59,Low
5457-COLHT,2.58,Low
6516-NKQBO,2.57,Low
5909-ECHUI,2.57,Low
1027-LKKQQ,2.57,Low
8144-DGHXP,2.57,Low
6519-ZHPXP,2.56,Low
1053-MXTTK,2.56,Low
0988-AADSA,2.55,Low
2270-CHBFN,2.54,Low
8963-JLGJT,2.54,Low
0909-SELIE,2.54,Low
2969-WGHQO,2.54,Low
8224-IVVPA,2.52,Low
8992-VONJD,2.52,Low
2302-OUZXB,2.52,Low
9114-DPSIA,2.51,Low
4016-BJKTZ,2.48,Low
9522-BNTHX,2.47,Low
5708-EVONK,2.47,Low
4250-FDVOU,2.47,Low
0463-ZSDNT,2.47,Low
2001-MCUUW,2.47,Low
2651-ZCBXV,2.46,Low
5995-OIGLP,2.46,Low
1347-KTTTA,2.45,Low
2840-XANRC,2.44,Low
8178-EYZUO,2.44,Low
3062-ICYZQ,2.43,Low
8915-NNTRC,2.42,Low
6990-YNRIO,2.4,Low
0376-OIWME,2.39,Low
5930-GBIWP,2.39,Low
3230-IUALN,2.39,Low
1265-ZFOSD,2.39,Low
5394-MEITZ,2.39,Low
3096-YXENJ,2.38,Low
5876-HZVZM,2.38,Low
5574-NXZIU,2.38,Low
8388-FYNPZ,2.37,Low
4250-WAROZ,2.36,Low
9730-DRTMJ,2.36,Low
9479-HYNYL,2.35,Low
5751-USDBL,2.35,Low
1346-PJWTK,2.35,Low
6994-KERXL,2.34,Low
4145-UQXUQ,2.33,Low
6386-SZZKH,2.33,Low
8041-TMEID,2.33,Low
2834-JRTUA,2.33,Low
1442-OKRJE,2.33,Low
2798-NYLMZ,2.32,Low
1685-BQULA,2.32,Low
4890-VMUAV,2.32,Low
9861-PDSZP,2.32,Low
7669-LCRSD,2.32,Low
7317-GGVPB,2.32,Low
5440-FLBQG,2.31,Low
2419-FSORS,2.31,Low
5482-VXSXJ,2.31,Low
1320-GVNHT,2.3,Low
6727-IOTLZ,2.3,Low
7134-HBPBS,2.29,Low
4056-QHXHZ,2.29,Low
3468-DRVQJ,2.29,Low
6733-LRIZX,2.28,Low
8050-DVOJX,2.28,Low
2460-FPSYH,2.28,Low
0345-XMMUG,2.28,Low
6300-BWMJX,2.26,Low
5543-QDCRY,2.26,Low
1150-WFARN,2.25,Low
5172-RKOCB,2.25,Low
9031-ZVQPT,2.25,Low
3058-HJCUY,2.24,Low
9548-LIGTA,2.23,Low
4644-PIZRT,2.23,Low
8749-JMNKX,2.23,Low
9058-HRZSV,2.22,Low
9675-ICXCT,2.21,Low
4291-TPNFG,2.2,Low
6397-JNZZG,2.19,Low
6478-HRRCZ,2.18,Low
7047-FWEYA,2.18,Low
7483-IQWIB,2.17,Low
7789-CRUVC,2.17,Low
8819-ZBYNA,2.16,Low
3466-RITXD,2.16,Low
8901-UPRHR,2.16,Low
7668-XCFYV,2.16,Low
8930-XOTDP,2.16,Low
6418-PIQSP,2.16,Low
1431-AIDJQ,2.14,Low
3407-JMJQQ,2.14,Low
4906-ZHGPK,2.14,Low
2065-MMKGR,2.14,Low
2307-FYNNL,2.13,Low
6198-RTPMF,2.13,Low
2911-UREFD,2.12,Low
6100-QQHEB,2.12,Low
7975-TZMLR,2.11,Low
0330-BGYZE,2.11,Low
7422-WNBTY,2.1,Low
3612-YUNGG,2.1,Low
6614-FHDBO,2.09,Low
2234-XADUH,2.08,Low
7774-OJSXI,2.08,Low
0236-HFWSV,2.08,Low
3766-EJLFL,2.07,Low
6521-YYTYI,2.07,Low
6097-EQISJ,2.06,Low
8979-CAMGB,2.06,Low
2750-BJLSB,2.05,Low
3990-QYKBE,2.05,Low
0674-DGMAQ,2.03,Low
2371-JQHZZ,2.03,Low
1335-HQMKX,2.02,Low
2239-JALAW,2.01,Low
4832-VRBMR,1.99,Low
2599-CIPQE,1.98,Low
0111-KLBQG,1.97,Low
4800-CZMPC,1.97,Low
3617-XLSGQ,1.97,Low
3831-YCPUO,1.97,Low
8290-YWKHZ,1.97,Low
7134-MJPDY,1.97,Low
3889-VWBID,1.97,Low
9025-AOMKI,1.95,Low
8914-RBTSB,1.95,Low
1731-TVIUK,1.95,Low
2985-FMWYF,1.95,Low
0397-GZBBC,1.95,Low
4903-CNOZC,1.94,Low
8017-UVSZU,1.94,Low
7108-DGVUU,1.94,Low
9497-QCMMS,1.94,Low
8847-GEOOQ,1.94,Low
5136-KCKGI,1.93,Low
0036-IHMOT,1.93,Low
8715-KKTFG,1.93,Low
9289-LBQVU,1.92,Low
9189-JWSHV,1.92,Low
8345-MVDYC,1.91,Low
9488-FYQAU,1.91,Low
1137-DGOWI,1.91,Low
7402-EYFXX,1.9,Low
6308-CQRBU,1.9,Low
4186-ZBUEW,1.88,Low
9802-CAQUT,1.88,Low
8267-ZNYVZ,1.88,Low
7657-DYEPJ,1.87,Low
4816-OKWNX,1.87,Low
0379-DJQHR,1.86,Low
5013-SBUIH,1.86,Low
4826-DXMUP,1.86,Low
6295-OSINB,1.86,Low
9633-DENPU,1.85,Low
0635-WKOLD,1.85,Low
8421-WZOOW,1.84,Low
8878-RYUKI,1.84,Low
8450-JOVAH,1.83,Low
7251-LJBQN,1.83,Low
4097-YODCF,1.82,Low
0565-JUPYD,1.82,Low
8033-VCZGH,1.82,Low
1163-VIPRI,1.82,Low
3518-FSTWG,1.81,Low
7852-LECYP,1.81,Low
8433-WPJTV,1.81,Low
1428-IEDPR,1.8,Low
5893-PYOLZ,1.8,Low
4495-LHSSK,1.8,Low
2364-UFROM,1.8,Low
5716-LIBJC,1.79,Low
6646-QVXLR,1.79,Low
5702-KVQRD,1.78,Low
6305-YLBMM,1.78,Low
2252-JHJGE,1.77,Low
3915-ODIYG,1.76,Low
5089-IFSDP,1.75,Low
0877-SDMBN,1.75,Low
9110-HSGTV,1.74,Low
4488-KQFDT,1.73,Low
0536-ACXIP,1.72,Low
8550-XSXUQ,1.72,Low
5494-WOZRZ,1.72,Low
1728-CXQBE,1.71,Low
8087-LGYHQ,1.71,Low
6508-NJYRO,1.71,Low
2830-LEWOA,1.71,Low
6833-JMZYP,1.7,Low
2719-BDAQO,1.7,Low
4307-KTUMW,1.68,Low
8331-ZXFOE,1.68,Low
2267-WTPYD,1.67,Low
7369-TRPFD,1.67,Low
8146-QQKZH,1.65,Low
3572-UUHRS,1.64,Low
9093-FPDLG,1.64,Low
2967-MXRAV,1.64,Low
